🥭芒果独播,#genre#
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800

🎡天津频道,#genre#
天津卫视,http://ha.xushining.com:50000/udp/225.1.1.111:5002$天津联通组播
天津新闻,http://ha.xushining.com:50000/udp/225.1.1.130:5002$天津联通组播
天津文艺,http://ha.xushining.com:50000/udp/225.1.1.131:5002$天津联通组播
天津影视,http://ha.xushining.com:50000/udp/225.1.1.149:5002$天津联通组播
天津都市,http://ha.xushining.com:50000/udp/225.1.1.128:5002$天津联通组播
天津体育,http://ha.xushining.com:50000/udp/225.1.1.122:5002$天津联通组播
天津科教,http://ha.xushining.com:50000/udp/225.1.1.129:5002$天津联通组播
天津购物,http://ha.xushining.com:50000/udp/225.1.1.151:5002$天津联通组播
天津IPTV,http://ha.xushining.com:50000/udp/225.1.2.123:5002$天津联通组播
河东卫视,http://ha.xushining.com:50000/udp/225.1.2.2:5002$天津联通组播
河西卫视,http://ha.xushining.com:50000/udp/225.1.2.4:5002$天津联通组播
蓟州卫视,http://ha.xushining.com:50000/udp/225.1.1.82:5002$天津联通组播
静海卫视,http://ha.xushining.com:50000/udp/225.1.1.110:5002$天津联通组播
滨海1,http://ha.xushining.com:50000/udp/225.1.2.7:5002$天津联通组播
滨海2,http://ha.xushining.com:50000/udp/225.1.2.8:5002$天津联通组播
4K影视,http://ha.xushining.com:50000/udp/225.1.2.190:5002$天津联通组播
CHC动作电影,http://ha.xushining.com:50000/udp/225.1.1.215:5002$天津联通组播
CHC高清电影,http://ha.xushining.com:50000/udp/225.1.1.214:5002$天津联通组播
CHC家庭影院,http://ha.xushining.com:50000/udp/225.1.1.213:5002$天津联通组播
动漫秀场,http://ha.xushining.com:50000/udp/225.1.1.134:5002$天津联通组播
哈哈炫动,http://ha.xushining.com:50000/udp/225.1.1.62:5002$天津联通组播
欢乐动漫,http://ha.xushining.com:50000/udp/225.1.1.132:5002$天津联通组播
都市剧场,http://ha.xushining.com:50000/udp/225.1.1.146:5002$天津联通组播
欢笑剧场4K,http://ha.xushining.com:50000/udp/225.1.1.139:5002$天津联通组播
法制天地,http://ha.xushining.com:50000/udp/225.1.1.237:5002$天津联通组播
环球旅游,http://ha.xushining.com:50000/udp/225.1.2.200:5002$天津联通组播
环球奇观,http://ha.xushining.com:50000/udp/225.1.1.197:5002$天津联通组播

🍁河北频道,#genre#
河北卫视,http://www.xingwen.online:9810/rtp/239.253.92.154:6011$河北联通组播
河北都市,http://www.xingwen.online:9810/rtp/239.253.92.172:6002$河北联通组播
河北公共,http://www.xingwen.online:9810/rtp/239.253.92.175:6005$河北联通组播
河北农民,http://www.xingwen.online:9810/rtp/239.253.92.176:6006$河北联通组播
河北影视剧,http://www.xingwen.online:9810/rtp/239.253.92.173:6003$河北联通组播
河北少儿科教,http://www.xingwen.online:9810/rtp/239.253.92.174:6004$河北联通组播
河北经济生活,http://www.xingwen.online:9810/rtp/239.253.92.171:6001$河北联通组播
石家庄新闻,http://www.xingwen.online:9810/rtp/239.253.92.149:6035$河北联通组播
石家庄娱乐,http://www.xingwen.online:9810/rtp/239.253.92.93:8120$河北联通组播
石家庄生活,http://www.xingwen.online:9810/rtp/239.253.92.94:8121$河北联通组播
石家庄都市,http://www.xingwen.online:9810/rtp/239.253.92.95:8122$河北联通组播
睛彩河北,http://www.xingwen.online:9810/rtp/239.253.92.104:6221$河北联通组播
三河电视,http://www.xingwen.online:9810/rtp/239.253.93.143:6311$河北联通组播
云南卫视,http://enlen.vip:4022/udp/239.200.200.145:8840
云南娱乐,http://enlen.vip:4022/udp/239.200.200.13:8848
云南影视,http://enlen.vip:4022/udp/239.200.200.15:8856
云南少儿,http://enlen.vip:4022/udp/239.200.200.32:8864
云南4K,http://enlen.vip:4022/udp/239.200.200.178:8884

🍲四川频道,#genre#
绚影4K超清,http://xeace.cn:8888/udp/239.93.42.33:5140$四川电信组播
乐享4K超清,http://xeace.cn:8888/udp/239.93.0.43:5140$四川电信组播
爱上4K超清,http://xeace.cn:8888/udp/239.93.0.97:5140$四川电信组播
四川卫视,http://xeace.cn:8888/udp/239.93.0.169:5140$四川电信组播
四川乡村,http://xeace.cn:8888/udp/239.93.0.52:5140$四川电信组播
四川经济,http://xeace.cn:8888/udp/239.93.1.101:5140$四川电信组播
四川科教,http://xeace.cn:8888/udp/239.93.42.44:5140$四川电信组播
四川新闻,http://xeace.cn:8888/udp/239.93.0.47:5140$四川电信组播
峨眉电影,http://xeace.cn:8888/udp/239.93.0.252:5140$四川电信组播
四川影视文艺,http://xeace.cn:8888/udp/239.93.0.166:5140$四川电信组播
四川文化旅游,http://xeace.cn:8888/udp/239.93.1.102:5140$四川电信组播
四川星空购物,http://xeace.cn:8888/udp/239.93.1.144:5140$四川电信组播
SCTV-7,http://xeace.cn:8888/udp/239.93.0.219:5140$四川电信组播
成都新闻综合,http://xeace.cn:8888/udp/239.93.0.16:5140$四川电信组播
成都经济资讯,http://xeace.cn:8888/udp/239.93.0.17:1239$四川电信组播
成都都市生活,http://xeace.cn:8888/udp/239.93.0.18:1238$四川电信组播
成都影视文艺,http://xeace.cn:8888/udp/239.93.0.19:1250$四川电信组播
成都公共,http://xeace.cn:8888/udp/239.93.1.231:5140$四川电信组播
成都少儿,http://xeace.cn:8888/udp/239.93.0.21:1251$四川电信组播
经典电影,http://xeace.cn:8888/udp/239.93.0.57:9024$四川电信组播
华语影院,http://xeace.cn:8888/udp/239.93.0.138:5140$四川电信组播
星光院线,http://xeace.cn:8888/udp/239.93.0.139:5140$四川电信组播
全球大片,http://xeace.cn:8888/udp/239.93.0.105:5140$四川电信组播
热播剧场,http://xeace.cn:8888/udp/239.93.0.56:9020$四川电信组播
热门剧场,http://xeace.cn:8888/udp/239.93.0.140:5140$四川电信组播
港剧风云,http://xeace.cn:8888/udp/239.93.0.143:5140$四川电信组播
谍战剧场,http://xeace.cn:8888/udp/239.93.0.95:5140$四川电信组播
热血剧场,http://xeace.cn:8888/udp/239.93.1.198:5140$四川电信组播
红色经典,http://xeace.cn:8888/udp/239.93.1.176:5140$四川电信组播
音乐现场,http://xeace.cn:8888/udp/239.93.0.198:9044$四川电信组播
都市剧场,http://xeace.cn:8888/udp/239.93.42.30:5140$四川电信组播
生活时尚,http://xeace.cn:8888/udp/239.93.42.29:5140$四川电信组播
爱宠宠物,http://xeace.cn:8888/udp/239.93.42.32:5140$四川电信组播
环球旅游,http://xeace.cn:8888/udp/239.93.42.31:5140$四川电信组播
来钓鱼吧,http://xeace.cn:8888/udp/239.93.42.8:5140$四川电信组播
麻辣体育,http://xeace.cn:8888/udp/239.93.42.2:5140$四川电信组播
求索纪录,http://xeace.cn:8888/udp/239.93.42.24:5140$四川电信组播
